"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484731488,387.1.3.3.1.3,490000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484731489,387.1.3.3.1.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484731490,387.1.3.3.1.5,9400000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484731491,387.1.3.3.1.6,1820,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484731492,387.1.3.3.1.7,1800,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Number,Number,223,units,0,v1484731493,387.1.3.3.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484731494,387.1.3.3.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484731495,387.1.3.3.2.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484731496,387.1.3.3.2.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484731497,387.1.3.3.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484731498,387.1.3.3.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484731499,387.1.3.3.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Number,Number,223,units,0,v1484731500,387.1.3.3.3.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484731501,387.1.3.3.3.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484731502,387.1.3.3.3.3,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484731503,387.1.3.3.3.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484731504,387.1.3.3.3.5,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484731505,387.1.3.3.3.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484731506,387.1.3.3.3.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Number,Number,223,units,0,v1484731507,387.1.3.3.4.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484731508,387.1.3.3.4.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484731509,387.1.3.3.4.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484731510,387.1.3.3.4.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484731511,387.1.3.3.4.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484731512,387.1.3.3.4.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484731513,387.1.3.3.4.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Number,Number,223,units,0,v1484731514,387.1.3.3.5.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484731515,387.1.3.3.5.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484731516,387.1.3.3.5.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484731517,387.1.3.3.5.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484731518,387.1.3.3.5.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484731519,387.1.3.3.5.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484731520,387.1.3.3.5.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Number,Number,223,units,0,v1484731521,387.1.3.3.6.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484731522,387.1.3.3.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484731523,387.1.3.3.6.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484731524,387.1.3.3.6.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484731525,387.1.3.3.6.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484731526,387.1.3.3.6.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484731527,387.1.3.3.6.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Number,Number,223,units,0,v1484731528,387.1.3.3.7.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484731529,387.1.3.3.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484731530,387.1.3.3.7.3,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484731531,387.1.3.3.7.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484731532,387.1.3.3.7.5,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484731533,387.1.3.3.7.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484731534,387.1.3.3.7.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Number,Number,223,units,0,v1484731535,387.1.3.3.8.1,10,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484731536,387.1.3.3.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484731537,387.1.3.3.8.3,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484731538,387.1.3.3.8.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484731539,387.1.3.3.8.5,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484731540,387.1.3.3.8.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484731541,387.1.3.3.8.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Number,Number,223,units,0,v1484731542,387.1.3.3.9.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484731543,387.1.3.3.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484731544,387.1.3.3.9.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484731545,387.1.3.3.9.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484731546,387.1.3.3.9.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484731547,387.1.3.3.9.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484731548,387.1.3.3.9.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Number,Number,223,units,0,v1484731549,387.1.3.3.10.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484731550,387.1.3.3.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484731551,387.1.3.3.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484731552,387.1.3.3.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484731553,387.1.3.3.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484731554,387.1.3.3.10.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Semi-detached house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484731555,387.1.3.3.10.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Number,Number,223,units,0,v1484731556,387.1.3.4.1.1,185,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484731557,387.1.3.4.1.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484731558,387.1.3.4.1.3,400000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484731559,387.1.3.4.1.4,386000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484731560,387.1.3.4.1.5,71100000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484731561,387.1.3.4.1.6,1480,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484731562,387.1.3.4.1.7,1470,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Number,Number,223,units,0,v1484731563,387.1.3.4.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484731564,387.1.3.4.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484731565,387.1.3.4.2.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484731566,387.1.3.4.2.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484731567,387.1.3.4.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484731568,387.1.3.4.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484731569,387.1.3.4.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Number,Number,223,units,0,v1484731570,387.1.3.4.3.1,15,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484731571,387.1.3.4.3.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484731572,387.1.3.4.3.3,290000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484731573,387.1.3.4.3.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484731574,387.1.3.4.3.5,3200000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484731575,387.1.3.4.3.6,1330,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484731576,387.1.3.4.3.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Number,Number,223,units,0,v1484731577,387.1.3.4.4.1,35,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484731578,387.1.3.4.4.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484731579,387.1.3.4.4.3,330000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484731580,387.1.3.4.4.4,347000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484731581,387.1.3.4.4.5,11600000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484731582,387.1.3.4.4.6,1410,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484731583,387.1.3.4.4.7,1360,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Number,Number,223,units,0,v1484731584,387.1.3.4.5.1,30,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484731585,387.1.3.4.5.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484731586,387.1.3.4.5.3,350000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484731587,387.1.3.4.5.4,320000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484731588,387.1.3.4.5.5,10600000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484731589,387.1.3.4.5.6,1480,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484731590,387.1.3.4.5.7,1550,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Number,Number,223,units,0,v1484731591,387.1.3.4.6.1,30,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484731592,387.1.3.4.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484731593,387.1.3.4.6.3,440000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484731594,387.1.3.4.6.4,398000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484731595,387.1.3.4.6.5,14500000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484731596,387.1.3.4.6.6,1470,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484731597,387.1.3.4.6.7,1410,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Number,Number,223,units,0,v1484731598,387.1.3.4.7.1,30,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484731599,387.1.3.4.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484731600,387.1.3.4.7.3,480000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484731601,387.1.3.4.7.4,464000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484731602,387.1.3.4.7.5,13800000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484731603,387.1.3.4.7.6,1570,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484731604,387.1.3.4.7.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Number,Number,223,units,0,v1484731605,387.1.3.4.8.1,35,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484731606,387.1.3.4.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484731607,387.1.3.4.8.3,460000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484731608,387.1.3.4.8.4,465000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484731609,387.1.3.4.8.5,14300000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484731610,387.1.3.4.8.6,1520,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484731611,387.1.3.4.8.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Number,Number,223,units,0,v1484731612,387.1.3.4.9.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484731613,387.1.3.4.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484731614,387.1.3.4.9.3,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484731615,387.1.3.4.9.4,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484731616,387.1.3.4.9.5,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484731617,387.1.3.4.9.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484731618,387.1.3.4.9.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Number,Number,223,units,0,v1484731619,387.1.3.4.10.1,5,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484731620,387.1.3.4.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484731621,387.1.3.4.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484731622,387.1.3.4.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484731623,387.1.3.4.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484731624,387.1.3.4.10.6,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Row house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484731625,387.1.3.4.10.7,,x,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Number,Number,223,units,0,v1484731626,387.1.3.5.1.1,1905,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484731627,387.1.3.5.1.2,100,,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484731628,387.1.3.5.1.3,290000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484731629,387.1.3.5.1.4,315000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484731630,387.1.3.5.1.5,498400000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484731631,387.1.3.5.1.6,1000,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484731632,387.1.3.5.1.7,1100,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Number,Number,223,units,0,v1484731633,387.1.3.5.2.1,0,,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Percentage - investment status,Percent,239,units,0,v1484731634,387.1.3.5.2.2,,..,,,1
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Average assessment value,Dollars,81,units,0,v1484731635,387.1.3.5.2.3,,..,,,0
2021,"Burlington, City",2016A00053524002,"Total, all investment property statuses",Business and government,Condominium apartment,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484731636,387.1.3.5.2.4,,..,,,0
